prodmetric_stream_key,deviceKey,start_time,end_time,good_count,reject_count,ideal_time,run_time,unplanned_stop_time,planned_stop_time,unplanned_stop_time,performance_impact_display_name,process_state_display_name,process_state_reason_display_name,job_display_name,part_display_name,shift_display_name,team_display_name
5544801,Line3,2025-01-27 21:15:16.0000000 -06:00,2025-01-27 21:30:00.0000000 -06:00,0,0,0,0,0,0,0,Not Scheduled,Meal/Break,Break,Part G-2000,Part G,Second Shift,Team 3
5544800,Line3,2025-01-27 21:15:00.0000000 -06:00,2025-01-27 21:15:16.0000000 -06:00,0,0,0,0,0,0,0,Not Scheduled,Meal/Break,Break,Part G-2000,Part G,Second Shift,Team 2
5544788,Line4,2025-01-27 21:15:00.0000000 -06:00,2025-01-27 21:15:45.0000000 -06:00,0,0,0,0,45,0,45,Unplanned Stop,Down,Electrical Fault,Part I-2000,Part I,Second Shift,Team 2
5544790,Line1,2025-01-27 21:15:00.0000000 -06:00,2025-01-27 21:15:45.0000000 -06:00,0,0,0,0,45,0,45,Unplanned Stop,Down,Broken Conveyor,Part O-3000,Part O,Second Shift,Team 3
5544773,Line3,2025-01-27 21:14:06.0839060 -06:00,2025-01-27 21:15:00.0000000 -06:00,0,0,0,0,53.916094,0,53.916094,Unplanned Stop,Down,Broken Conveyor,Part G-2000,Part G,Second Shift,Team 2
5544747,Line3,2025-01-27 21:10:02.1650660 -06:00,2025-01-27 21:14:06.0839060 -06:00,82,2,137.5567212738967,243.91884,0,0,0,Run,Running,Running Normally,Part G-2000,Part G,Second Shift,Team 2
5544740,Line3,2025-01-27 21:05:24.0000000 -06:00,2025-01-27 21:10:02.1650660 -06:00,96,14,181.50064894549408,278.165066,0,0,0,Run,Running,Running Normally,Part G-2000,Part G,Second Shift,Team 2
5544756,Line1,2025-01-27 21:02:04.0000000 -06:00,2025-01-27 21:15:00.0000000 -06:00,1,0,0,0,0,0,0,Not Scheduled,Meal/Break,Break,Part O-3000,Part O,Second Shift,Team 3
5544765,Line4,2025-01-27 21:02:02.0000000 -06:00,2025-01-27 21:15:00.0000000 -06:00,0,0,0,0,0,0,0,Not Scheduled,Meal/Break,Break,Part I-2000,Part I,Second Shift,Team 2
5544764,Line4,2025-01-27 21:00:00.0000000 -06:00,2025-01-27 21:02:02.0000000 -06:00,75,0,0,0,0,0,0,Not Scheduled,Meal/Break,Break,Part I-2000,Part I,Second Shift,Team 3
5544755,Line1,2025-01-27 21:00:00.0000000 -06:00,2025-01-27 21:02:04.0000000 -06:00,64,0,0,0,0,0,0,Not Scheduled,Meal/Break,Break,Part O-3000,Part O,Second Shift,Team 2
5544731,Line3,2025-01-27 21:00:00.0000000 -06:00,2025-01-27 21:05:24.0000000 -06:00,125,6,215.3896782510949,324,0,0,0,Run,Running,Running Normally,Part G-2000,Part G,Second Shift,Team 2
5544713,Line4,2025-01-27 20:58:10.4451560 -06:00,2025-01-27 21:00:00.0000000 -06:00,67,2,109.84799999999994,109.554844,0,0,0,Run,Running,Running Normally,Part I-2000,Part I,Second Shift,Team 3
5544709,Line1,2025-01-27 20:58:05.5867490 -06:00,2025-01-27 21:00:00.0000000 -06:00,57,3,101.19150000000012,114.413251,0,0,0,Run,Running,Running Normally,Part O-3000,Part O,Second Shift,Team 2
5544706,Line4,2025-01-27 20:56:12.0102930 -06:00,2025-01-27 20:58:10.4451560 -06:00,0,0,0,0,118.434863,0,118.434863,Unplanned Stop,Down,Electrical Fault,Part I-2000,Part I,Second Shift,Team 3
5544715,Line3,2025-01-27 20:55:25.4695850 -06:00,2025-01-27 21:00:00.0000000 -06:00,116,0,190.11195152953067,274.530415,0,0,0,Run,Running,Running Normally,Part G-2000,Part G,Second Shift,Team 2
5544687,Line3,2025-01-27 20:55:24.0000000 -06:00,2025-01-27 20:55:25.4695850 -06:00,0,0,1.64672499998491,1.469585,0,0,0,Run,Running,Running Normally,Part G-2000,Part G,Second Shift,Team 2
5544704,Line1,2025-01-27 20:54:07.2823740 -06:00,2025-01-27 20:58:05.5867490 -06:00,0,0,0,0,238.304375,0,238.304375,Unplanned Stop,Down,No Bottles,Part O-3000,Part O,Second Shift,Team 2
5544703,Line4,2025-01-27 20:52:55.2329330 -06:00,2025-01-27 20:56:12.0102930 -06:00,93,3,152.4140118794349,196.77736,0,0,0,Run,Running,Running Normally,Part I-2000,Part I,Second Shift,Team 3
5544684,Line3,2025-01-27 20:51:40.0000000 -06:00,2025-01-27 20:55:24.0000000 -06:00,0,0,0,0,0,224,0,Planned Stop,Changeover,Disinfection,Part G-2000,Part G,Second Shift,Team 2
5544678,Line4,2025-01-27 20:49:54.0339010 -06:00,2025-01-27 20:52:55.2329330 -06:00,115,0,183.49798812056562,181.199032,0,0,0,Run,Running,Running Normally,Part I-2000,Part I,Second Shift,Team 3
5544668,Line4,2025-01-27 20:44:24.8009680 -06:00,2025-01-27 20:49:54.0339010 -06:00,0,0,0,0,329.232933,0,329.232933,Unplanned Stop,Down,Adjustment,Part I-2000,Part I,Second Shift,Team 3
5544681,Line1,2025-01-27 20:43:44.1660140 -06:00,2025-01-27 20:54:07.2823740 -06:00,281,33,529.5688500000016,623.11636,0,0,0,Run,Running,Running Normally,Part O-3000,Part O,Second Shift,Team 2
5544670,Line3,2025-01-27 20:43:38.2201060 -06:00,2025-01-27 20:51:40.0000000 -06:00,284,5,475.9035250000009,481.779894,0,0,0,Run,Running,Running Normally,Part B-3000,Part B,Second Shift,Team 2
5544658,Line3,2025-01-27 20:42:37.2269320 -06:00,2025-01-27 20:43:38.2201060 -06:00,0,0,0,0,60.993174,0,60.993174,Unplanned Stop,Down,Adjustment,Part B-3000,Part B,Second Shift,Team 2
5544664,Line4,2025-01-27 20:37:27.2335300 -06:00,2025-01-27 20:44:24.8009680 -06:00,203,7,332.7280000000348,417.567438,0,0,0,Run,Running,Running Normally,Part I-2000,Part I,Second Shift,Team 3
5544645,Line4,2025-01-27 20:37:26.0000000 -06:00,2025-01-27 20:37:27.2335300 -06:00,0,0,1.591999999965407,1.23353,0,0,0,Run,Running,Running Normally,Part I-2000,Part I,Second Shift,Team 3
5544656,Line1,2025-01-27 20:36:29.7913330 -06:00,2025-01-27 20:43:44.1660140 -06:00,0,0,0,0,434.374681,0,434.374681,Unplanned Stop,Down,Security Alarm,Part O-3000,Part O,Second Shift,Team 2
5544642,Line4,2025-01-27 20:33:48.0000000 -06:00,2025-01-27 20:37:26.0000000 -06:00,0,0,0,0,0,218,0,Planned Stop,Changeover,Gasket Change,Part I-2000,Part I,Second Shift,Team 3
5544652,Line3,2025-01-27 20:27:30.1601330 -06:00,2025-01-27 20:42:37.2269320 -06:00,484,17,825.0092249999908,907.066799,0,0,0,Run,Running,Running Normally,Part B-3000,Part B,Second Shift,Team 2
5544632,Line3,2025-01-27 20:24:00.8916890 -06:00,2025-01-27 20:27:30.1601330 -06:00,0,0,0,0,209.268444,0,209.268444,Unplanned Stop,Down,Breakdown,Part B-3000,Part B,Second Shift,Team 2
5544641,Line1,2025-01-27 20:23:29.0000000 -06:00,2025-01-27 20:36:29.7913330 -06:00,412,10,710.1950574273131,780.791333,0,0,0,Run,Running,Running Normally,Part O-3000,Part O,Second Shift,Team 2
5544637,Line4,2025-01-27 20:15:21.6005600 -06:00,2025-01-27 20:33:48.0000000 -06:00,424,35,730.7279999999964,1106.39944,0,0,0,Run,Running,Running Normally,Part B-5000,Part B,Second Shift,Team 3
5544613,Line4,2025-01-27 20:14:10.7765430 -06:00,2025-01-27 20:15:21.6005600 -06:00,0,0,0,0,70.824017,0,70.824017,Unplanned Stop,Down,Jam,Part B-5000,Part B,Second Shift,Team 3
5544619,Line1,2025-01-27 20:13:32.5655950 -06:00,2025-01-27 20:23:29.0000000 -06:00,310,20,556.3852175726818,596.434405,0,0,0,Run,Running,Running Normally,Part O-3000,Part O,Second Shift,Team 2
5544607,Line1,2025-01-27 20:13:29.0000000 -06:00,2025-01-27 20:13:32.5655950 -06:00,0,0,1.686525000003427,3.565595,0,0,0,Run,Running,Running Normally,Part O-3000,Part O,Second Shift,Team 2
5544626,Line3,2025-01-27 20:10:02.1650660 -06:00,2025-01-27 20:24:00.8916890 -06:00,449,15,762.518122253767,838.726623,0,0,0,Run,Running,Running Normally,Part B-3000,Part B,Second Shift,Team 2
5544604,Line1,2025-01-27 20:07:31.0000000 -06:00,2025-01-27 20:13:29.0000000 -06:00,0,0,0,0,0,358,0,Planned Stop,Changeover,Material Change,Part O-3000,Part O,Second Shift,Team 2
5544612,Line4,2025-01-27 20:00:00.0000000 -06:00,2025-01-27 20:14:10.7765430 -06:00,318,17,532.7360715494258,850.776543,0,0,0,Run,Running,Running Normally,Part B-5000,Part B,Second Shift,Team 3
5544585,Line1,2025-01-27 20:00:00.0000000 -06:00,2025-01-27 20:07:31.0000000 -06:00,256,12,451.6888583891436,451,0,0,0,Run,Running,Running Normally,Part G-2000,Part G,Second Shift,Team 2
5544589,Line3,2025-01-27 20:00:00.0000000 -06:00,2025-01-27 20:10:02.1650660 -06:00,356,1,588.7326960829752,602.165066,0,0,0,Run,Running,Running Normally,Part B-3000,Part B,Second Shift,Team 2
5544556,Line1,2025-01-27 19:59:36.2728680 -06:00,2025-01-27 20:00:00.0000000 -06:00,15,0,25.597716610857752,23.727132,0,0,0,Run,Running,Running Normally,Part G-2000,Part G,Second Shift,Team 2
5544554,Line1,2025-01-27 19:58:05.4850160 -06:00,2025-01-27 19:59:36.2728680 -06:00,0,0,0,0,90.787852,0,90.787852,Unplanned Stop,Down,No Operator,Part G-2000,Part G,Second Shift,Team 2
5544571,Line3,2025-01-27 19:53:23.2931990 -06:00,2025-01-27 20:00:00.0000000 -06:00,221,8,377.8104316632499,396.706801,0,0,0,Run,Running,Running Normally,Part B-3000,Part B,Second Shift,Team 2
5544545,Line3,2025-01-27 19:50:44.5904150 -06:00,2025-01-27 19:53:23.2931990 -06:00,0,0,0,0,158.702784,0,158.702784,Unplanned Stop,Down,No Bottles,Part B-3000,Part B,Second Shift,Team 2
5544569,Line4,2025-01-27 19:45:34.8846530 -06:00,2025-01-27 20:00:00.0000000 -06:00,339,26,581.6639284505703,865.115347,0,0,0,Run,Running,Running Normally,Part B-5000,Part B,Second Shift,Team 3
5544552,Line1,2025-01-27 19:44:46.7557100 -06:00,2025-01-27 19:58:05.4850160 -06:00,436,14,758.552442619752,798.729306,0,0,0,Run,Running,Running Normally,Part G-2000,Part G,Second Shift,Team 2
5544534,Line1,2025-01-27 19:43:37.6793350 -06:00,2025-01-27 19:44:46.7557100 -06:00,42,0,71.21785738024424,69.076375,0,0,0,Run,Running,Running Normally,Part G-2000,Part G,Second Shift,Team 2
5544539,Line4,2025-01-27 19:42:02.9569870 -06:00,2025-01-27 19:45:34.8846530 -06:00,0,0,0,0,211.927666,0,211.927666,Unplanned Stop,Down,Main B Bus Undervolt,Part B-5000,Part B,Second Shift,Team 3
5544528,Line1,2025-01-27 19:40:14.6307930 -06:00,2025-01-27 19:43:37.6793350 -06:00,0,0,0,0,203.048542,0,203.048542,Unplanned Stop,Down,Broken Conveyor,Part G-2000,Part G,Second Shift,Team 2
5544540,Line3,2025-01-27 19:33:32.0984580 -06:00,2025-01-27 19:50:44.5904150 -06:00,504,41,897.4651249999885,1032.491957,0,0,0,Run,Running,Running Normally,Part B-3000,Part B,Second Shift,Team 2
5544516,Line3,2025-01-27 19:32:03.4542960 -06:00,2025-01-27 19:33:32.0984580 -06:00,0,0,0,0,88.644162,0,88.644162,Unplanned Stop,Down,Broken Conveyor,Part B-3000,Part B,Second Shift,Team 2
5544526,Line4,2025-01-27 19:31:26.6697870 -06:00,2025-01-27 19:42:02.9569870 -06:00,243,10,402.77599999999956,636.2872,0,0,0,Run,Running,Running Normally,Part B-5000,Part B,Second Shift,Team 3
5544524,Line1,2025-01-27 19:31:23.7071680 -06:00,2025-01-27 19:40:14.6307930 -06:00,284,7,490.77877500000176,530.923625,0,0,0,Run,Running,Running Normally,Part G-2000,Part G,Second Shift,Team 2
5544507,Line4,2025-01-27 19:30:45.0000000 -06:00,2025-01-27 19:31:26.6697870 -06:00,0,0,0,0,41.669787,0,41.669787,Unplanned Stop,Down,Main B Bus Undervolt,Part B-5000,Part B,Second Shift,Team 3
5544511,Line1,2025-01-27 19:30:45.0000000 -06:00,2025-01-27 19:31:23.7071680 -06:00,0,0,0,0,38.707168,0,38.707168,Unplanned Stop,Down,Breakdown,Part G-2000,Part G,Second Shift,Team 2
5544498,Line1,2025-01-27 19:30:00.0000000 -06:00,2025-01-27 19:30:45.0000000 -06:00,0,0,0,0,45,0,45,Unplanned Stop,Down,Breakdown,Part G-2000,Part G,Second Shift,Team 2
5544506,Line4,2025-01-27 19:30:00.0000000 -06:00,2025-01-27 19:30:45.0000000 -06:00,0,0,0,0,45,0,45,Unplanned Stop,Down,Main B Bus Undervolt,Part B-5000,Part B,Second Shift,Team 3
5544514,Line3,2025-01-27 19:27:15.6837380 -06:00,2025-01-27 19:32:03.4542960 -06:00,116,13,212.42752500000037,287.770558,0,0,0,Run,Running,Running Normally,Part B-3000,Part B,Second Shift,Team 2
5544472,Line3,2025-01-27 19:24:05.9774720 -06:00,2025-01-27 19:27:15.6837380 -06:00,0,0,0,0,189.706266,0,189.706266,Unplanned Stop,Down,No Operator,Part B-3000,Part B,Second Shift,Team 2
5544467,Line3,2025-01-27 19:15:31.0000000 -06:00,2025-01-27 19:24:05.9774720 -06:00,273,16,474.9047754264314,514.977472,0,0,0,Run,Running,Running Normally,Part B-3000,Part B,Second Shift,Team 2
5544458,Line3,2025-01-27 19:10:02.1650660 -06:00,2025-01-27 19:15:31.0000000 -06:00,179,10,310.7310720982375,328.834934,0,0,0,Run,Running,Running Normally,Part B-3000,Part B,Second Shift,Team 2
5544450,Line3,2025-01-27 19:05:33.5786060 -06:00,2025-01-27 19:10:02.1650660 -06:00,147,2,245.21400247533012,268.58646,0,0,0,Run,Running,Running Normally,Part B-3000,Part B,Second Shift,Team 2
5544433,Line3,2025-01-27 19:05:31.0000000 -06:00,2025-01-27 19:05:33.5786060 -06:00,-7,7,1.646725000002881,2.578606,0,0,0,Run,Running,Running Normally,Part B-3000,Part B,Second Shift,Team 2
5544491,Line4,2025-01-27 19:02:05.0000000 -06:00,2025-01-27 19:30:00.0000000 -06:00,0,0,0,0,0,0,0,Not Scheduled,Meal/Break,Lunch,Part B-5000,Part B,Second Shift,Team 3
5544430,Line3,2025-01-27 19:01:55.0000000 -06:00,2025-01-27 19:05:31.0000000 -06:00,0,0,0,0,0,216,0,Planned Stop,Changeover,Die Exchange,Part B-3000,Part B,Second Shift,Team 2
5544482,Line1,2025-01-27 19:01:53.0000000 -06:00,2025-01-27 19:30:00.0000000 -06:00,0,0,0,0,0,0,0,Not Scheduled,Meal/Break,Lunch,Part G-2000,Part G,Second Shift,Team 2
5544481,Line1,2025-01-27 19:00:00.0000000 -06:00,2025-01-27 19:01:53.0000000 -06:00,0,0,0,0,0,0,0,Not Scheduled,Meal/Break,Lunch,Part G-2000,Part G,Second Shift,Team 3
5544420,Line3,2025-01-27 19:00:00.0000000 -06:00,2025-01-27 19:01:55.0000000 -06:00,47,0,76.34769134624223,115,0,0,0,Run,Running,Running Normally,Part E-2000,Part E,Second Shift,Team 2
5544492,Line4,2025-01-27 19:00:00.0000000 -06:00,2025-01-27 19:02:05.0000000 -06:00,0,0,0,0,0,0,0,Not Scheduled,Meal/Break,Lunch,Part B-5000,Part B,Second Shift,Team 1
5544399,Line1,2025-01-27 18:58:36.0368430 -06:00,2025-01-27 19:00:00.0000000 -06:00,0,0,0,0,83.963157,0,83.963157,Unplanned Stop,Down,Breakdown,Part G-2000,Part G,Second Shift,Team 3
5544408,Line3,2025-01-27 18:55:35.5976360 -06:00,2025-01-27 19:00:00.0000000 -06:00,112,0,185.48158365375818,264.402364,0,0,0,Run,Running,Running Normally,Part E-2000,Part E,Second Shift,Team 2
5544391,Line3,2025-01-27 18:53:53.8753790 -06:00,2025-01-27 18:55:35.5976360 -06:00,0,0,0,0,101.722257,0,101.722257,Unplanned Stop,Down,Main B Bus Undervolt,Part E-2000,Part E,Second Shift,Team 2
5544385,Line3,2025-01-27 18:47:18.6101170 -06:00,2025-01-27 18:53:53.8753790 -06:00,137,7,237.12840000000043,395.265262,0,0,0,Run,Running,Running Normally,Part E-2000,Part E,Second Shift,Team 2
5544381,Line3,2025-01-27 18:46:15.9700340 -06:00,2025-01-27 18:47:18.6101170 -06:00,0,0,0,0,62.640083,0,62.640083,Unplanned Stop,Down,No Caps,Part E-2000,Part E,Second Shift,Team 2
5544380,Line3,2025-01-27 18:42:20.3585530 -06:00,2025-01-27 18:46:15.9700340 -06:00,67,4,116.91747500000018,235.611481,0,0,0,Run,Running,Running Normally,Part E-2000,Part E,Second Shift,Team 2
5544366,Line3,2025-01-27 18:40:06.0562000 -06:00,2025-01-27 18:42:20.3585530 -06:00,0,0,0,0,134.302353,0,134.302353,Unplanned Stop,Down,No Operator,Part E-2000,Part E,Second Shift,Team 2
5544405,Line4,2025-01-27 18:39:28.6630470 -06:00,2025-01-27 19:00:00.0000000 -06:00,469,18,775.303999999996,1231.336953,0,0,0,Run,Running,Running Normally,Part B-5000,Part B,Second Shift,Team 1
5544396,Line1,2025-01-27 18:39:18.0000000 -06:00,2025-01-27 18:58:36.0368430 -06:00,653,12,1120.1956195220541,1158.036843,0,0,0,Run,Running,Running Normally,Part G-2000,Part G,Second Shift,Team 3
5544351,Line4,2025-01-27 18:36:11.0760440 -06:00,2025-01-27 18:39:28.6630470 -06:00,0,0,0,0,197.587003,0,197.587003,Unplanned Stop,Down,Main B Bus Undervolt,Part B-5000,Part B,Second Shift,Team 1
5544353,Line1,2025-01-27 18:29:20.1668360 -06:00,2025-01-27 18:39:18.0000000 -06:00,348,9,601.7464054779318,597.833164,0,0,0,Run,Running,Running Normally,Part G-2000,Part G,Second Shift,Team 3
5544337,Line1,2025-01-27 18:29:18.0000000 -06:00,2025-01-27 18:29:20.1668360 -06:00,0,0,1.686525000008237,2.166836,0,0,0,Run,Running,Running Normally,Part G-2000,Part G,Second Shift,Team 3
5544361,Line3,2025-01-27 18:27:51.8032540 -06:00,2025-01-27 18:40:06.0562000 -06:00,288,10,490.72405000000094,734.252946,0,0,0,Run,Running,Running Normally,Part E-2000,Part E,Second Shift,Team 2
5544328,Line3,2025-01-27 18:26:03.5764470 -06:00,2025-01-27 18:27:51.8032540 -06:00,0,0,0,0,108.226807,0,108.226807,Unplanned Stop,Down,Jam,Part E-2000,Part E,Second Shift,Team 2
5544348,Line4,2025-01-27 18:23:28.1362770 -06:00,2025-01-27 18:36:11.0760440 -06:00,300,13,498.2959999999986,762.939767,0,0,0,Run,Running,Running Normally,Part B-5000,Part B,Second Shift,Team 1
5544334,Line1,2025-01-27 18:23:28.0000000 -06:00,2025-01-27 18:29:18.0000000 -06:00,0,0,0,0,0,350,0,Planned Stop,Changeover,Gasket Change,Part G-2000,Part G,Second Shift,Team 3
5544313,Line4,2025-01-27 18:20:15.3521980 -06:00,2025-01-27 18:23:28.1362770 -06:00,0,0,0,0,192.784079,0,192.784079,Unplanned Stop,Down,Broken Conveyor,Part B-5000,Part B,Second Shift,Team 1
5544319,Line1,2025-01-27 18:13:40.0910390 -06:00,2025-01-27 18:23:28.0000000 -06:00,234,10,411.51210000000094,587.908961,0,0,0,Run,Running,Running Normally,Part I-3000,Part I,Second Shift,Team 3
5544309,Line1,2025-01-27 18:10:17.0255990 -06:00,2025-01-27 18:13:40.0910390 -06:00,0,0,0,0,203.06544,0,203.06544,Unplanned Stop,Down,No Bottles,Part I-3000,Part I,Second Shift,Team 3
5544322,Line3,2025-01-27 18:10:02.1650660 -06:00,2025-01-27 18:26:03.5764470 -06:00,360,12,611.2330650000969,961.411381,0,0,0,Run,Running,Running Normally,Part E-2000,Part E,Second Shift,Team 2
5544312,Line4,2025-01-27 18:00:00.0000000 -06:00,2025-01-27 18:20:15.3521980 -06:00,464,26,779.1359706796856,1215.352198,0,0,0,Run,Running,Running Normally,Part B-5000,Part B,Second Shift,Team 1
5544300,Line3,2025-01-27 18:00:00.0000000 -06:00,2025-01-27 18:10:02.1650660 -06:00,246,0,405.52733862246146,602.165066,0,0,0,Run,Running,Running Normally,Part E-2000,Part E,Second Shift,Team 2
5544303,Line1,2025-01-27 18:00:00.0000000 -06:00,2025-01-27 18:10:17.0255990 -06:00,208,10,367.15080024294895,617.025599,0,0,0,Run,Running,Running Normally,Part I-3000,Part I,Second Shift,Team 3
5544283,Line4,2025-01-27 17:59:59.0779330 -06:00,2025-01-27 18:00:00.0000000 -06:00,1,0,2.536029320310395,0.922067,0,0,0,Run,Running,Running Normally,Part B-5000,Part B,Second Shift,Team 1
5544278,Line1,2025-01-27 17:59:53.9939690 -06:00,2025-01-27 18:00:00.0000000 -06:00,3,0,5.571224757051519,6.006031,0,0,0,Run,Running,Running Normally,Part I-3000,Part I,Second Shift,Team 3
5544276,Line1,2025-01-27 17:58:16.4830040 -06:00,2025-01-27 17:59:53.9939690 -06:00,0,0,0,0,97.510965,0,97.510965,Unplanned Stop,Down,Main B Bus Undervolt,Part I-3000,Part I,Second Shift,Team 3
5544281,Line4,2025-01-27 17:58:08.7257450 -06:00,2025-01-27 17:59:59.0779330 -06:00,0,0,0,0,110.352188,0,110.352188,Unplanned Stop,Down,Electrical Fault,Part B-5000,Part B,Second Shift,Team 1
5544285,Line3,2025-01-27 17:49:35.6869820 -06:00,2025-01-27 18:00:00.0000000 -06:00,205,22,374.722221377441,624.313018,0,0,0,Run,Running,Running Normally,Part E-2000,Part E,Second Shift,Team 2
5544258,Line3,2025-01-27 17:46:32.5432080 -06:00,2025-01-27 17:49:35.6869820 -06:00,0,0,0,0,183.143774,0,183.143774,Unplanned Stop,Down,No Caps,Part E-2000,Part E,Second Shift,Team 2
5544262,Line4,2025-01-27 17:39:51.3014180 -06:00,2025-01-27 17:58:08.7257450 -06:00,399,27,678.1919999999969,1097.424327,0,0,0,Run,Running,Running Normally,Part B-5000,Part B,Second Shift,Team 1
5544249,Line4,2025-01-27 17:34:52.3963270 -06:00,2025-01-27 17:39:51.3014180 -06:00,0,0,0,0,298.905091,0,298.905091,Unplanned Stop,Down,Main B Bus Undervolt,Part B-5000,Part B,Second Shift,Team 1
5544254,Line3,2025-01-27 17:34:00.4159160 -06:00,2025-01-27 17:46:32.5432080 -06:00,284,9,482.4904250000009,752.127292,0,0,0,Run,Running,Running Normally,Part E-2000,Part E,Second Shift,Team 2
5544265,Line1,2025-01-27 17:31:23.0782380 -06:00,2025-01-27 17:58:16.4830040 -06:00,562,40,1015.2880499999902,1613.404766,0,0,0,Run,Running,Running Normally,Part I-3000,Part I,Second Shift,Team 3
5544243,Line3,2025-01-27 17:30:45.0000000 -06:00,2025-01-27 17:34:00.4159160 -06:00,0,0,0,0,195.415916,0,195.415916,Unplanned Stop,Down,Main B Bus Undervolt,Part E-2000,Part E,Second Shift,Team 2
5544241,Line1,2025-01-27 17:30:15.8063580 -06:00,2025-01-27 17:31:23.0782380 -06:00,0,0,0,0,67.27188,0,67.27188,Unplanned Stop,Down,Main B Bus Undervolt,Part I-3000,Part I,Second Shift,Team 3
5544232,Line3,2025-01-27 17:30:00.0000000 -06:00,2025-01-27 17:30:45.0000000 -06:00,0,0,0,0,45,0,45,Unplanned Stop,Down,Main B Bus Undervolt,Part E-2000,Part E,Second Shift,Team 2
5544247,Line4,2025-01-27 17:27:38.3476970 -06:00,2025-01-27 17:34:52.3963270 -06:00,144,17,255.4087248984039,434.04863,0,0,0,Run,Running,Running Normally,Part B-5000,Part B,Second Shift,Team 1
5544225,Line1,2025-01-27 17:17:47.0715340 -06:00,2025-01-27 17:30:15.8063580 -06:00,241,26,450.30217500000134,748.734824,0,0,0,Run,Running,Running Normally,Part I-3000,Part I,Second Shift,Team 3
5544209,Line4,2025-01-27 17:17:38.3476970 -06:00,2025-01-27 17:27:38.3476970 -06:00,237,12,397.31127510159666,600,0,0,0,Run,Running,Running Normally,Part B-5000,Part B,Second Shift,Team 1
5544206,Line1,2025-01-27 17:15:45.0000000 -06:00,2025-01-27 17:17:47.0715340 -06:00,0,0,0,0,122.071534,0,122.071534,Unplanned Stop,Down,Broken Conveyor,Part I-3000,Part I,Second Shift,Team 3
5544207,Line4,2025-01-27 17:15:45.0000000 -06:00,2025-01-27 17:17:38.3476970 -06:00,0,0,0,0,113.347697,0,113.347697,Unplanned Stop,Down,Missing Reason,Part B-5000,Part B,Second Shift,Team 1
5544212,Line3,2025-01-27 17:15:19.0000000 -06:00,2025-01-27 17:30:00.0000000 -06:00,1,0,0,0,0,0,0,Not Scheduled,Meal/Break,Break,Part E-2000,Part E,Second Shift,Team 2
5544211,Line3,2025-01-27 17:15:00.0000000 -06:00,2025-01-27 17:15:19.0000000 -06:00,8,0,0,0,0,0,0,Not Scheduled,Meal/Break,Break,Part E-2000,Part E,Second Shift,Team 3
5544197,Line4,2025-01-27 17:15:00.0000000 -06:00,2025-01-27 17:15:45.0000000 -06:00,0,0,0,0,45,0,45,Unplanned Stop,Down,Missing Reason,Part B-5000,Part B,Second Shift,Team 1
5544205,Line1,2025-01-27 17:15:00.0000000 -06:00,2025-01-27 17:15:45.0000000 -06:00,0,4,0,0,45,0,45,Unplanned Stop,Down,Broken Conveyor,Part I-3000,Part I,Second Shift,Team 3
5544180,Line3,2025-01-27 17:13:18.0000000 -06:00,2025-01-27 17:15:00.0000000 -06:00,46,0,74.78948851251126,102,0,0,0,Run,Running,Running Normally,Part E-2000,Part E,Second Shift,Team 3
5544152,Line3,2025-01-27 17:10:02.1650660 -06:00,2025-01-27 17:13:18.0000000 -06:00,85,0,140.57649390396716,195.834934,0,0,0,Run,Running,Running Normally,Part E-2000,Part E,Second Shift,Team 3
5544144,Line3,2025-01-27 17:03:20.6331130 -06:00,2025-01-27 17:10:02.1650660 -06:00,149,19,275.3580675835337,401.531953,0,0,0,Run,Running,Running Normally,Part E-2000,Part E,Second Shift,Team 3
5544124,Line3,2025-01-27 17:03:18.0000000 -06:00,2025-01-27 17:03:20.6331130 -06:00,0,0,1.646724999988707,2.633113,0,0,0,Run,Running,Running Normally,Part E-2000,Part E,Second Shift,Team 3
5544179,Line4,2025-01-27 17:02:11.0000000 -06:00,2025-01-27 17:15:00.0000000 -06:00,0,0,0,0,0,0,0,Not Scheduled,Meal/Break,Break,Part B-5000,Part B,Second Shift,Team 1
5544168,Line1,2025-01-27 17:02:09.0000000 -06:00,2025-01-27 17:15:00.0000000 -06:00,0,0,0,0,0,0,0,Not Scheduled,Meal/Break,Break,Part I-3000,Part I,Second Shift,Team 3
5544178,Line4,2025-01-27 17:00:00.0000000 -06:00,2025-01-27 17:02:11.0000000 -06:00,0,0,0,0,0,0,0,Not Scheduled,Meal/Break,Break,Part B-5000,Part B,Second Shift,Team 3
5544167,Line1,2025-01-27 17:00:00.0000000 -06:00,2025-01-27 17:02:09.0000000 -06:00,55,0,0,0,0,0,0,Not Scheduled,Meal/Break,Break,Part I-3000,Part I,Second Shift,Team 2
5544121,Line3,2025-01-27 17:00:00.0000000 -06:00,2025-01-27 17:03:18.0000000 -06:00,0,0,0,0,0,198,0,Planned Stop,Changeover,Mixing,Part E-2000,Part E,Second Shift,Team 3
5544120,Line3,2025-01-27 16:59:20.0000000 -06:00,2025-01-27 17:00:00.0000000 -06:00,0,0,0,0,0,40,0,Planned Stop,Changeover,Mixing,Part E-2000,Part E,Second Shift,Team 3
5544109,Line4,2025-01-27 16:58:53.4569610 -06:00,2025-01-27 17:00:00.0000000 -06:00,0,0,0,0,66.543039,0,66.543039,Unplanned Stop,Down,Missing Reason,Part B-5000,Part B,Second Shift,Team 3
