quality_stream_key,deviceKey,count,reject_reason_display_name,prodmetric_stream_key
1749769,Line 1,14,Overweight,5424520
1749770,Line 1,8,Reject,5424520
1749771,Line 1,11,Squished,5424520
1749865,Line 3,1,Cosmetic Defect,5424675
1749866,Line 3,6,Scratch,5424675
1749893,Line 1,6,Squished,5424811
1749899,Line 3,10,Cosmetic Defect,5424815
1749900,Line 3,10,Overweight,5424815
1749901,Line 3,2,Reject,5424815
1749902,Line 3,4,Scratch,5424815
1749960,Line 1,6,Bad Packaging,5424921
1749987,Line 3,8,Cosmetic Defect,5424989
1750041,Line 3,3,Reject,5425061
1750055,Line 3,3,Overweight,5425109
1756284,Line 3,2,Reject,5436976
1756285,Line 3,5,Detected by Max WIP,5436976
1756286,Line 3,8,Overweight,5436976
1756287,Line 3,1,Out of Spec,5436976
1756309,Line 3,4,Scratch,5437021
1756428,Line 1,5,Out of Spec,5437229
1756429,Line 1,6,xyz,5437229
1756430,Line 1,12,Detected by Max WIP,5437229
1756437,Line 1,7,Cosmetic Defect,5437298
1756444,Line 3,4,Detected by Max WIP,5437342
1756447,Line 1,5,Underweight,5437351
1756448,Line 1,5,Overweight,5437351
1756616,Line 3,8,Underweight,5437733
1756617,Line 3,9,Cosmetic Defect,5437733
1756618,Line 3,3,Detected by Max WIP,5437733
1756619,Line 3,11,Overweight,5437733
1756631,Line 3,9,Cosmetic Defect,5437765
1756632,Line 3,7,Overweight,5437765
1756766,Line 1,15,Out of Spec,5437948
1756767,Line 1,1,foreign particle,5437948
1756768,Line 1,4,Detected by Max WIP,5437948
1756769,Line 1,4,Overweight,5437948
1756770,Line 1,5,Underweight,5437948
1756814,Line 1,11,Out of Spec,5438075
1756815,Line 1,1,Overweight,5438075
1756816,Line 1,5,Scratch,5438075
1756823,Line 3,9,Overweight,5438116
1756824,Line 3,18,Cosmetic Defect,5438116
1756925,Line 3,11,Reject,5438368
1756926,Line 3,9,Scratch,5438368
1756927,Line 3,1,Underweight,5438368
1756944,Line 3,9,Scratch,5438402
1756945,Line 3,1,Out of Spec,5438402
1756967,Line 1,1,Overweight,5438422
1756968,Line 1,6,Detected by Max WIP,5438422
1756969,Line 1,4,foreign particle,5438422
1756975,Line 3,1,Reject,5438431
1757000,Line 1,13,Reject,5438517
1757101,Line 3,3,Reject,5438793
1757102,Line 3,4,Out of Spec,5438793
1757348,Line 1,8,Out of Spec,5439324
1757349,Line 1,3,Reject,5439324
1757350,Line 1,2,foreign particle,5439324
1757365,Line 1,4,Squished,5439348
1757366,Line 1,4,Scratch,5439348
1757375,Line 1,8,Bad Packaging,5439375
1757404,Line 3,19,Cosmetic Defect,5439414
1757405,Line 3,12,Overweight,5439414
1757475,Line 3,19,Detected by Max WIP,5439520
1757476,Line 3,7,Overweight,5439520
1757477,Line 3,3,Underweight,5439520
1752520,Line 1,4,Squished,5429533
1752521,Line 1,3,Out of Spec,5429533
1752616,Line 3,5,Detected by Max WIP,5429727
1752620,Line 3,1,Out of Spec,5429755
1752647,Line 3,5,Underweight,5429796
1752648,Line 3,5,Out of Spec,5429796
1752649,Line 3,3,Reject,5429796
1752670,Line 1,2,foreign particle,5430124
1752671,Line 1,6,Squished,5430124
1752672,Line 1,1,xyz,5430124
1752774,Line 3,1,Detected by Max WIP,5430255
1752861,Line 1,6,Out of Spec,5430527
1752862,Line 1,16,Bad Packaging,5430527
1752863,Line 1,1,Cosmetic Defect,5430527
1752935,Line 3,8,Scratch,5430699
1752936,Line 3,2,Reject,5430699
1752937,Line 3,2,Out of Spec,5430699
1752938,Line 3,4,Cosmetic Defect,5430699
1753061,Line 1,2,Underweight,5430921
1753106,Line 3,2,Scratch,5431020
1753228,Line 1,27,Bad Packaging,5431270
1753229,Line 1,1,Underweight,5431270
1753230,Line 1,2,Squished,5431270
1753258,Line 3,4,Out of Spec,5431326
1753259,Line 3,6,Overweight,5431326
1753260,Line 3,4,Reject,5431326
1753332,Line 3,7,Detected by Max WIP,5431406
1753464,Line 1,1,foreign particle,5431632
1753484,Line 1,11,Detected by Max WIP,5431700
1753485,Line 1,13,xyz,5431700
1753571,Line 3,5,Cosmetic Defect,5431811
1819016,Line 3,2,Underweight,5496125
1820992,Line 2,12,Detected by Max WIP,5539569
1820993,Line 2,7,Reject,5539569
1820994,Line 2,8,Out of Spec,5539569
1821027,Line 2,1,Cosmetic Defect,5539603
1821028,Line 2,11,Squished,5539603
1821029,Line 2,1,foreign particle,5539603
1821030,Line 2,2,Out of Spec,5539606
1821031,Line 2,7,Reject,5539606
1821032,Line 2,3,Overweight,5539606
1821046,Line 2,2,Reject,5539626
1821047,Line 2,1,Detected by Max WIP,5539626
1821052,Line 2,2,foreign particle,5539632
1821069,Line 2,9,Cosmetic Defect,5539657
1821070,Line 2,2,xyz,5539657
1821071,Line 2,1,Scratch,5539657
1821072,Line 2,5,Underweight,5539657
1821073,Line 2,4,Detected by Max WIP,5539657
1821077,Line 2,7,Cosmetic Defect,5539660
1821078,Line 2,1,Overweight,5539660
1821079,Line 2,6,xyz,5539660
1821080,Line 2,5,Underweight,5539660
1821106,Line 2,9,foreign particle,5539692
1821129,Line 2,11,Scratch,5539721
1821130,Line 2,4,foreign particle,5539721
1821131,Line 2,3,Overweight,5539721
1821132,Line 2,3,Out of Spec,5539721
1821165,Line 2,12,foreign particle,5539753
1821166,Line 2,2,Scratch,5539753
1821184,Line 2,6,Overweight,5539776
1821206,Line 2,11,Squished,5539810
1821207,Line 2,2,Overweight,5539810
1821208,Line 2,4,Bad Packaging,5539810
1821229,Line 2,1,Reject,5539836
1821257,Line 2,13,Underweight,5539874
1821258,Line 2,3,xyz,5539874
1821279,Line 2,13,Squished,5539899
1821280,Line 2,5,foreign particle,5539899
1773028,Line 4,14,Detected by Max WIP,5470730
1773029,Line 4,7,Reject,5470730
1773031,Line 4,6,Reject,5470743
1773262,Line 4,12,Reject,5470815
1773263,Line 4,8,Detected by Max WIP,5470815
1773264,Line 4,8,Reject,5470962
1773265,Line 4,6,Detected by Max WIP,5470962
1773276,Line 4,14,Reject,5470991
1773277,Line 4,10,Detected by Max WIP,5470991
1773279,Line 4,5,Detected by Max WIP,5470995
1773297,Line 4,8,Detected by Max WIP,5471037
1773298,Line 4,2,Reject,5471037
1773299,Line 4,10,Detected by Max WIP,5471043
1773300,Line 4,2,Reject,5471043
1773313,Line 4,10,Detected by Max WIP,5471140
1773314,Line 4,7,Reject,5471140
1773332,Line 4,6,Detected by Max WIP,5471193
1773351,Line 4,9,Detected by Max WIP,5471293
1773364,Line 4,1,Detected by Max WIP,5471332
1754727,Line 1,11,Detected by Max WIP,5433862
1754910,Line 1,1,Bad Packaging,5434230
1754976,Line 3,11,Detected by Max WIP,5434381
1755109,Line 1,8,Cosmetic Defect,5434631
1755128,Line 1,2,Scratch,5434657
1755229,Line 1,4,Overweight,5434990
1755230,Line 1,9,Cosmetic Defect,5434990
1755284,Line 1,2,Scratch,5435030
1755285,Line 1,4,foreign particle,5435030
1755304,Line 3,3,Underweight,5435081
1755322,Line 3,4,Scratch,5435134
1755323,Line 3,12,Cosmetic Defect,5435134
1755324,Line 3,2,Overweight,5435134
1755325,Line 3,2,Out of Spec,5435134
1755458,Line 1,1,Detected by Max WIP,5435422
1755464,Line 3,2,Cosmetic Defect,5435428
1755470,Line 1,5,Reject,5435456
1755471,Line 1,1,Squished,5435456
1755472,Line 1,4,Bad Packaging,5435456
1755483,Line 3,4,Reject,5435478
1755484,Line 3,5,Underweight,5435478
1755493,Line 1,5,Out of Spec,5435495
1755494,Line 1,3,Scratch,5435495
1755810,Line 3,1,Scratch,5436144
1755811,Line 3,19,Reject,5436144
1755812,Line 3,5,Underweight,5436144
1755825,Line 3,7,Underweight,5436190
1755826,Line 3,8,Scratch,5436190
1755827,Line 3,1,Detected by Max WIP,5436190
1755978,Line 1,2,xyz,5436436
1755993,Line 3,12,Overweight,5436463
1755994,Line 3,2,Detected by Max WIP,5436463
1755995,Line 3,9,Reject,5436463
1756008,Line 3,21,Out of Spec,5436505
1756011,Line 3,8,Detected by Max WIP,5436526
1756012,Line 3,2,Underweight,5436526
1756013,Line 3,3,Reject,5436526
1756014,Line 3,12,Out of Spec,5436526
1756233,Line 3,2,Cosmetic Defect,5436918
1756242,Line 1,5,Underweight,5436943
1756243,Line 1,9,Scratch,5436943
1756268,Line 1,14,Cosmetic Defect,5436968
1756269,Line 1,4,Out of Spec,5436968
1756369,Line 3,7,Underweight,5437158
1756387,Line 3,3,Reject,5437194
1756388,Line 3,2,Detected by Max WIP,5437194
1756433,Line 3,5,Scratch,5437257
1756552,Line 1,3,Underweight,5437611
1747744,Line 3,10,Out of Spec,5420541
1747875,Line 3,6,Reject,5420885
1747877,Line 1,25,Scratch,5420893
1747878,Line 1,13,Cosmetic Defect,5420893
1747903,Line 1,10,Reject,5420948
1747904,Line 1,4,Overweight,5420948
1747905,Line 1,1,Out of Spec,5420948
1747906,Line 1,6,Cosmetic Defect,5420948
1747907,Line 1,4,Bad Packaging,5420948
1748121,Line 1,1,xyz,5421382
1748122,Line 1,2,Cosmetic Defect,5421382
1748223,Line 3,7,Out of Spec,5421531
1748297,Line 1,6,Reject,5421721
1748298,Line 1,1,Cosmetic Defect,5421721
1748299,Line 1,5,xyz,5421721
1748352,Line 1,6,foreign particle,5421825
1748353,Line 1,1,Overweight,5421825
1748390,Line 3,1,Out of Spec,5421944
1748391,Line 3,5,Overweight,5421944
1748471,Line 1,2,foreign particle,5422118
1748634,Line 1,8,Overweight,5422525
1748635,Line 1,8,Underweight,5422525
1748654,Line 3,7,Overweight,5422528
1748655,Line 3,15,Underweight,5422528
1748656,Line 3,17,Reject,5422528
1748657,Line 3,15,Scratch,5422528
1748677,Line 3,2,Cosmetic Defect,5422555
1748685,Line 3,9,Cosmetic Defect,5422598
1748686,Line 3,1,Overweight,5422598
1748693,Line 1,4,Out of Spec,5422607
1748694,Line 1,8,Detected by Max WIP,5422607
1748840,Line 3,9,Cosmetic Defect,5422882
1748841,Line 3,7,Detected by Max WIP,5422882
1748842,Line 3,3,Out of Spec,5422882
1748843,Line 3,12,Reject,5422882
1748844,Line 3,11,Underweight,5422882
1748852,Line 3,2,Out of Spec,5422919
1748878,Line 3,2,Scratch,5422940
1748879,Line 3,13,Detected by Max WIP,5422940
1748880,Line 3,10,Underweight,5422940
1748881,Line 3,9,Cosmetic Defect,5422940
1772465,Line 4,30,Detected by Max WIP,5469296
1772467,Line 4,15,Detected by Max WIP,5469300
1772468,Line 4,8,Reject,5469300
1772505,Line 4,1,Reject,5469387
1772518,Line 4,11,Detected by Max WIP,5469431
1772519,Line 4,12,Reject,5469431
1772533,Line 4,4,Reject,5469464
1772535,Line 4,14,Detected by Max WIP,5469468
1772547,Line 4,4,Detected by Max WIP,5469645
1772548,Line 4,7,Reject,5469645
1772549,Line 4,26,Reject,5469656
1772661,Line 4,6,Reject,5469691
1772664,Line 4,2,Reject,5469695
1772679,Line 4,8,Reject,5469725
1772680,Line 4,3,Detected by Max WIP,5469725
1772684,Line 4,12,Detected by Max WIP,5469738
1772685,Line 4,11,Reject,5469738
1772700,Line 4,14,Detected by Max WIP,5469771
1772701,Line 4,3,Reject,5469771
1772718,Line 4,12,Reject,5469813
1772719,Line 4,12,Detected by Max WIP,5469813
1772735,Line 4,16,Detected by Max WIP,5469994
1772736,Line 4,2,Detected by Max WIP,5469998
1772750,Line 4,12,Detected by Max WIP,5470038
1772751,Line 4,14,Reject,5470038
1772765,Line 4,3,Detected by Max WIP,5470075
1772766,Line 4,11,Reject,5470078
1772779,Line 4,5,Detected by Max WIP,5470117
1772782,Line 4,7,Reject,5470126
1772785,Line 4,21,Detected by Max WIP,5470131
1772786,Line 4,2,Reject,5470131
1772803,Line 4,1,Reject,5470296
1772816,Line 4,1,Reject,5470334
1772818,Line 4,6,Detected by Max WIP,5470340
1772820,Line 4,4,Reject,5470343
1772821,Line 4,1,Detected by Max WIP,5470343
1772839,Line 4,4,Detected by Max WIP,5470382
1772855,Line 4,1,Detected by Max WIP,5470427
1772856,Line 4,5,Reject,5470427
1772970,Line 4,26,Detected by Max WIP,5470464
1772971,Line 4,3,Reject,5470464
1772974,Line 4,8,Reject,5470471
1772988,Line 4,10,Detected by Max WIP,5470578
1773013,Line 4,12,Reject,5470632
1773043,Line 4,14,Detected by Max WIP,5470764
1773057,Line 4,20,Reject,5470806
1773058,Line 4,5,Reject,5470810
1773059,Line 4,13,Detected by Max WIP,5470810
1773292,Line 4,2,Reject,5471021
1773311,Line 4,3,Detected by Max WIP,5471131
1773315,Line 4,4,Detected by Max WIP,5471142
1773326,Line 4,2,Reject,5471174
1747790,Line 3,7,Detected by Max WIP,5420651
1747791,Line 3,2,Overweight,5420651
1747796,Line 1,2,Overweight,5420660
1747797,Line 1,1,Detected by Max WIP,5420660
1747844,Line 3,11,Cosmetic Defect,5420750
1747845,Line 3,12,Underweight,5420750
1747952,Line 1,8,Scratch,5421049
1748045,Line 1,3,Scratch,5421198
1748046,Line 1,13,xyz,5421198
1748047,Line 1,6,foreign particle,5421198
1748109,Line 3,1,Overweight,5421368
1748110,Line 3,8,Detected by Max WIP,5421368
1748111,Line 3,6,Underweight,5421368
1748138,Line 3,3,Reject,5421394
1748139,Line 3,3,Overweight,5421394
1748140,Line 3,3,Cosmetic Defect,5421394
1748194,Line 1,5,Cosmetic Defect,5421475
1748195,Line 1,3,Reject,5421475
1748318,Line 3,2,Scratch,5421734
1748319,Line 3,8,Cosmetic Defect,5421734
1748320,Line 3,3,Overweight,5421734
1748321,Line 3,7,Underweight,5421734
1748322,Line 3,8,Detected by Max WIP,5421734
1748419,Line 1,5,foreign particle,5421996
1748420,Line 1,11,xyz,5421996
1748421,Line 1,1,Underweight,5421996
1748422,Line 1,8,Cosmetic Defect,5421996
1748423,Line 1,15,Detected by Max WIP,5421996
1748573,Line 1,12,Bad Packaging,5422378
1748579,Line 3,1,Cosmetic Defect,5422391
1748756,Line 1,2,Reject,5422678
1748757,Line 1,8,Squished,5422678
1748766,Line 3,3,Overweight,5422689
1748773,Line 3,1,Underweight,5422717
1748923,Line 1,10,Out of Spec,5423052
1748924,Line 1,13,Scratch,5423052
1772307,Line 4,8,Reject,5469014
1772322,Line 4,5,Detected by Max WIP,5469129
1772338,Line 4,12,Reject,5469172
1772341,Line 4,3,Detected by Max WIP,5469175
1772342,Line 4,11,Reject,5469175
1772459,Line 4,5,Reject,5469279
1772460,Line 4,4,Detected by Max WIP,5469279
1772464,Line 4,4,Detected by Max WIP,5469295
1772480,Line 4,10,Detected by Max WIP,5469330
1772482,Line 4,25,Reject,5469333
1772497,Line 4,2,Reject,5469369
1772502,Line 4,6,Detected by Max WIP,5469382
1772513,Line 4,2,Reject,5469416
1772514,Line 4,4,Detected by Max WIP,5469416
1772515,Line 4,1,Detected by Max WIP,5469419
1772534,Line 4,8,Reject,5469467
1772536,Line 4,4,Detected by Max WIP,5469470
1772542,Line 4,10,Detected by Max WIP,5469637
1772676,Line 4,5,Reject,5469721
1772681,Line 4,7,Reject,5469727
1772696,Line 4,5,Detected by Max WIP,5469766
1772697,Line 4,11,Reject,5469766
1772715,Line 4,4,Reject,5469808
1772720,Line 4,1,Reject,5469952
1772734,Line 4,2,Reject,5469988
1772748,Line 4,12,Reject,5470027
1772749,Line 4,3,Detected by Max WIP,5470027
1772752,Line 4,44,Detected by Max WIP,5470040
1772753,Line 4,6,Reject,5470040
1772767,Line 4,9,Detected by Max WIP,5470080
1772768,Line 4,1,Reject,5470080
1772800,Line 4,8,Reject,5470289
1772801,Line 4,10,Detected by Max WIP,5470289
1772817,Line 4,3,Reject,5470338
1772833,Line 4,4,Reject,5470368
1772837,Line 4,16,Detected by Max WIP,5470378
1772853,Line 4,5,Reject,5470421
1772857,Line 4,5,Reject,5470429
1772972,Line 4,13,Detected by Max WIP,5470466
1772985,Line 4,2,Detected by Max WIP,5470571
1772986,Line 4,11,Reject,5470577
1772987,Line 4,2,Detected by Max WIP,5470577
1773007,Line 4,2,Detected by Max WIP,5470618
1773008,Line 4,11,Reject,5470618
1773009,Line 4,13,Detected by Max WIP,5470621
1747804,Line 1,2,Squished,5420693
1747829,Line 3,5,Scratch,5420726
1747830,Line 3,11,Underweight,5420726
1747831,Line 3,2,Out of Spec,5420726
1747840,Line 1,13,Scratch,5420744
1748002,Line 3,5,Underweight,5421115
1748008,Line 1,11,Underweight,5421134
1748009,Line 1,5,Bad Packaging,5421134
1748010,Line 1,4,foreign particle,5421134
1748031,Line 1,4,Overweight,5421179
1748032,Line 1,2,Underweight,5421179
1748116,Line 3,8,Underweight,5421375
1748154,Line 3,2,Underweight,5421442
1748155,Line 3,1,Cosmetic Defect,5421442
1748156,Line 3,6,Scratch,5421442
1748234,Line 1,4,Squished,5421619
1748235,Line 1,8,Underweight,5421619
1748236,Line 1,5,Out of Spec,5421619
1748259,Line 3,4,Underweight,5421686
1748260,Line 3,2,Reject,5421686
1748261,Line 3,1,Out of Spec,5421686
1748291,Line 3,3,Detected by Max WIP,5421714
1748292,Line 3,2,Out of Spec,5421714
1748293,Line 3,6,Cosmetic Defect,5421714
1748400,Line 1,3,Cosmetic Defect,5421947
1748450,Line 1,3,Underweight,5422046
1748474,Line 3,1,Scratch,5422140
1748584,Line 3,5,Out of Spec,5422398
1748585,Line 3,2,Detected by Max WIP,5422398
1748586,Line 3,3,Cosmetic Defect,5422398
1748618,Line 1,3,Out of Spec,5422483
1748619,Line 1,2,Underweight,5422483
1748628,Line 3,3,Cosmetic Defect,5422489
1748784,Line 3,8,Overweight,5422752
1748798,Line 3,22,Detected by Max WIP,5422779
1748801,Line 1,8,Scratch,5422827
1748802,Line 1,4,Reject,5422827
1748820,Line 1,4,Out of Spec,5422866
1748936,Line 1,2,Reject,5423081
1748937,Line 1,6,Cosmetic Defect,5423081
1748964,Line 1,1,Scratch,5423126
1748965,Line 1,3,Squished,5423126
1748966,Line 1,8,foreign particle,5423126
1772351,Line 4,22,Reject,5469206
1772487,Line 4,7,Reject,5469345
1772488,Line 4,17,Detected by Max WIP,5469345
1772491,Line 4,10,Detected by Max WIP,5469360
1772506,Line 4,4,Detected by Max WIP,5469390
1772520,Line 4,4,Detected by Max WIP,5469437
1772523,Line 4,3,Detected by Max WIP,5469440
1772524,Line 4,12,Reject,5469444
1772656,Line 4,3,Reject,5469666
1772657,Line 4,8,Detected by Max WIP,5469666
1772667,Line 4,2,Reject,5469702
1772669,Line 4,5,Detected by Max WIP,5469708
1772670,Line 4,2,Reject,5469713
1772671,Line 4,5,Detected by Max WIP,5469713
1772690,Line 4,1,Reject,5469752
1772691,Line 4,4,Detected by Max WIP,5469752
1772705,Line 4,8,Detected by Max WIP,5469790
1772706,Line 4,14,Reject,5469790
1772730,Line 4,3,Reject,5469970
1772744,Line 4,14,Reject,5470023
1772745,Line 4,5,Detected by Max WIP,5470023
1772759,Line 4,8,Reject,5470058
1772771,Line 4,3,Reject,5470092
1772772,Line 4,6,Reject,5470098
1772792,Line 4,1,Reject,5470148
1772806,Line 4,9,Detected by Max WIP,5470304
1772807,Line 4,15,Reject,5470304
1772811,Line 4,6,Reject,5470317
1772827,Line 4,6,Reject,5470353
1772828,Line 4,9,Detected by Max WIP,5470353
1772842,Line 4,7,Reject,5470404
1772843,Line 4,10,Reject,5470410
1772844,Line 4,4,Detected by Max WIP,5470410
1772960,Line 4,19,Detected by Max WIP,5470445
1772963,Line 4,3,Detected by Max WIP,5470449
1772964,Line 4,8,Reject,5470449
1772975,Line 4,23,Reject,5470481
1772977,Line 4,12,Reject,5470484
1772978,Line 4,1,Detected by Max WIP,5470484
1772980,Line 4,17,Reject,5470562
1772981,Line 4,5,Detected by Max WIP,5470562
1772991,Line 4,4,Detected by Max WIP,5470591
1772993,Line 4,19,Reject,5470595
1772994,Line 4,4,Detected by Max WIP,5470595
1772999,Line 4,1,Reject,5470602
1747751,Line 3,6,Cosmetic Defect,5420584
1747752,Line 3,10,Out of Spec,5420584
1747753,Line 3,2,Scratch,5420584
1747775,Line 1,6,Cosmetic Defect,5420624
1747892,Line 3,1,Reject,5420903
1747893,Line 3,5,Underweight,5420903
1747894,Line 3,5,Detected by Max WIP,5420903
1747900,Line 3,7,Overweight,5420926
1747935,Line 3,16,Underweight,5420957
1747936,Line 3,1,Scratch,5420957
1747937,Line 3,4,Reject,5420957
1747938,Line 3,8,Overweight,5420957
1748059,Line 3,1,Reject,5421202
1748071,Line 3,3,Overweight,5421255
1748087,Line 1,2,foreign particle,5421289
1748089,Line 3,2,Scratch,5421295
1748232,Line 3,7,Underweight,5421596
1748362,Line 3,3,Underweight,5421847
1748510,Line 3,20,Detected by Max WIP,5422221
1748567,Line 3,1,Underweight,5422312
1748568,Line 3,8,Reject,5422312
1748682,Line 3,3,Reject,5422562
1748708,Line 3,3,Detected by Max WIP,5422625
1748860,Line 3,14,Scratch,5422924
1748861,Line 3,6,Detected by Max WIP,5422924
1748862,Line 1,12,xyz,5422934
1748863,Line 1,11,Scratch,5422934
1748864,Line 1,5,Reject,5422934
1748865,Line 1,6,Underweight,5422934
1748916,Line 1,11,xyz,5423039
1749063,Line 3,6,Out of Spec,5423326
1749064,Line 3,6,Underweight,5423326
1749065,Line 3,18,Cosmetic Defect,5423326
1749072,Line 1,6,Scratch,5423361
1749073,Line 1,4,Underweight,5423361
1749098,Line 3,2,Reject,5423389
1749099,Line 3,3,Overweight,5423389
1749131,Line 1,7,Scratch,5423426
1749132,Line 1,6,Squished,5423426
1749133,Line 1,2,foreign particle,5423426
1749134,Line 1,10,Bad Packaging,5423426
1749135,Line 1,6,Reject,5423426
1749271,Line 3,6,Detected by Max WIP,5423597
1749272,Line 3,13,Overweight,5423597
1757527,Line 1,7,Out of Spec,5439641
1757538,Line 1,7,Overweight,5439664
1757539,Line 1,5,foreign particle,5439664
1757563,Line 1,7,foreign particle,5439722
1757564,Line 1,7,Scratch,5439722
1757570,Line 3,1,Out of Spec,5439766
1757608,Line 3,13,Detected by Max WIP,5439837
1757631,Line 3,6,Scratch,5439865
1757737,Line 1,3,foreign particle,5440092
1757738,Line 1,5,Out of Spec,5440092
1757739,Line 1,5,Underweight,5440092
1757754,Line 3,9,Scratch,5440106
1757755,Line 3,14,Reject,5440106
1757756,Line 3,2,Cosmetic Defect,5440106
1757757,Line 3,5,Out of Spec,5440106
1757758,Line 3,3,Overweight,5440106
1757780,Line 1,7,Underweight,5440123
1757781,Line 1,14,Scratch,5440123
1757782,Line 1,10,Cosmetic Defect,5440123
1757783,Line 1,5,Squished,5440123
1757800,Line 3,10,Reject,5440157
1757801,Line 3,4,Cosmetic Defect,5440157
1757802,Line 3,1,Out of Spec,5440157
1757803,Line 3,20,Scratch,5440157
1757821,Line 1,1,Detected by Max WIP,5440176
1757834,Line 3,7,Reject,5440207
1757974,Line 3,1,Overweight,5440547
1757975,Line 3,5,Scratch,5440547
1757976,Line 3,10,Reject,5440547
1757982,Line 1,1,Underweight,5440559
1757988,Line 3,1,Out of Spec,5440578
1757992,Line 1,7,xyz,5440586
1758137,Line 3,2,Underweight,5440899
1758190,Line 1,4,xyz,5441020
1758191,Line 1,5,Squished,5441020
1758333,Line 1,3,Detected by Max WIP,5441314
1758399,Line 1,3,Underweight,5441389
1758400,Line 1,8,Detected by Max WIP,5441389
1758423,Line 3,16,Scratch,5441446
1758424,Line 3,2,Reject,5441446
1758622,Line 1,7,Out of Spec,5441809
1758623,Line 1,6,Squished,5441839
1758627,Line 3,6,Out of Spec,5441844
1758628,Line 3,9,Cosmetic Defect,5441844
1758799,Line 1,7,xyz,5442216
1758800,Line 1,3,Underweight,5442216
1758964,Line 1,3,xyz,5442697
1758965,Line 1,10,Overweight,5442697
1758966,Line 1,9,Out of Spec,5442697
1758967,Line 1,6,Underweight,5442697
1758968,Line 1,4,Reject,5442697
1758969,Line 1,7,Detected by Max WIP,5442697
1759067,Line 3,6,Detected by Max WIP,5442787
1759068,Line 3,1,Out of Spec,5442787
1759115,Line 3,9,Overweight,5442874
1759220,Line 1,5,Underweight,5443042
1759260,Line 3,2,Scratch,5443177
1759261,Line 3,5,Detected by Max WIP,5443177
1759262,Line 3,2,Reject,5443177
1759286,Line 3,4,Cosmetic Defect,5443214
1759287,Line 3,9,Scratch,5443214
1759330,Line 3,21,Cosmetic Defect,5443259
1759331,Line 3,7,Overweight,5443259
1759332,Line 3,2,Scratch,5443259
1759333,Line 3,16,Detected by Max WIP,5443259
1759379,Line 1,1,foreign particle,5443371
1759380,Line 1,3,Underweight,5443371
1759381,Line 1,22,Squished,5443371
1759382,Line 1,11,Scratch,5443371
1759480,Line 3,12,Underweight,5443487
1759481,Line 3,8,Reject,5443487
1759482,Line 3,2,Scratch,5443487
1759483,Line 3,13,Overweight,5443487
1759619,Line 1,1,xyz,5443842
1759638,Line 1,1,Overweight,5443866
1759639,Line 3,2,Detected by Max WIP,5443885
1759640,Line 3,2,Scratch,5443885
1759641,Line 3,2,Reject,5443885
1759642,Line 3,5,Underweight,5443885
1759659,Line 1,5,Scratch,5443891
1759660,Line 1,1,Detected by Max WIP,5443891
1759674,Line 1,14,Bad Packaging,5443922
1759785,Line 3,2,Cosmetic Defect,5444133
1759796,Line 3,7,Out of Spec,5444158
1759797,Line 3,5,Underweight,5444158
1759859,Line 1,11,Cosmetic Defect,5444312
1759860,Line 1,8,xyz,5444312
1759861,Line 1,9,Overweight,5444312
1759862,Line 1,9,Bad Packaging,5444312
1759863,Line 1,1,foreign particle,5444312
1821244,Line 2,3,Squished,5539852
1821245,Line 2,3,Underweight,5539852
1821249,Line 2,1,Underweight,5539861
1821250,Line 2,14,Bad Packaging,5539861
1821269,Line 2,3,foreign particle,5539886
1821296,Line 2,9,foreign particle,5539912
1821297,Line 2,5,Detected by Max WIP,5539912
1821298,Line 2,2,foreign particle,5539918
1821299,Line 2,3,Squished,5539918
1821324,Line 2,9,xyz,5539944
1821330,Line 2,4,Bad Packaging,5539950
1821331,Line 2,3,Cosmetic Defect,5539950
1772795,Line 4,9,Reject,5470151
1772798,Line 4,6,Detected by Max WIP,5470284
1772815,Line 4,22,Detected by Max WIP,5470324
1772830,Line 4,11,Detected by Max WIP,5470364
1772834,Line 4,15,Reject,5470370
1772835,Line 4,5,Detected by Max WIP,5470370
1772836,Line 4,7,Reject,5470374
1772850,Line 4,15,Detected by Max WIP,5470417
1772851,Line 4,16,Reject,5470417
1772854,Line 4,5,Reject,5470424
1772969,Line 4,9,Reject,5470462
1772983,Line 4,5,Detected by Max WIP,5470566
1773004,Line 4,5,Reject,5470610
1773005,Line 4,19,Detected by Max WIP,5470610
1773006,Line 4,1,Reject,5470616
1773024,Line 4,3,Detected by Max WIP,5470722
1773025,Line 4,8,Reject,5470722
1773038,Line 4,1,Detected by Max WIP,5470758
1773039,Line 4,6,Reject,5470758
1773041,Line 4,5,Reject,5470761
1773042,Line 4,1,Detected by Max WIP,5470761
1773054,Line 4,4,Reject,5470797
1773055,Line 4,16,Detected by Max WIP,5470797
1773273,Line 4,10,Detected by Max WIP,5470973
1773289,Line 4,12,Reject,5471015
1773308,Line 4,9,Detected by Max WIP,5471054
1773309,Line 4,5,Reject,5471054
1773322,Line 4,5,Detected by Max WIP,5471166
1773323,Line 4,3,Reject,5471166
1773337,Line 4,29,Detected by Max WIP,5471202
1773340,Line 4,10,Detected by Max WIP,5471215
1773341,Line 4,7,Reject,5471215
1773355,Line 4,11,Reject,5471309
1773356,Line 4,5,Detected by Max WIP,5471309
1773373,Line 4,26,Detected by Max WIP,5471351
1773374,Line 4,5,Reject,5471351
1773378,Line 4,10,Reject,5471360
1773379,Line 4,7,Reject,5471366
1773380,Line 4,6,Detected by Max WIP,5471366
1773411,Line 4,8,Reject,5471577
1773412,Line 4,20,Detected by Max WIP,5471577
